material_name,halal_status,etc,reason
5'-뉴클레오티드이나트륨,,,
5'-러보뉴클레오티드이나트륨,,,
5'-리보노클레오디드이나트륨,,,
5'-리보뉴크레오티드이나트륨,,,
5'-리보뉴클래오티드이나트륨,,,
5'-리보뉴클레오타이드나트륨,,,
5'-리보뉴클레오티드,,,
5'-리보뉴클레오티드나트륨,,,
5'-리보뉴클레오티드이나,,,
5'-리보뉴클레오티드이나륨,,,
5'-리보뉴클레오티드이나튜름,,,
5'-리보뉴클레오티드칼슘,,,
5'-리보뉴클레오티디이나트륨,,,
5'-리보뉴클레이티드이나트륨,,,
5'-리보뉴클로오티드이나트륨,,,
5'-리보뉴클리오티드이나트륨,,,
5'-리보클레오티드이나트륨,,,
5'-리보클리오티드나트륨,,,
5'-리보튜클레오티드이나트륨,,,
5'-아데딜산,,,
5'-이노신산이나트륨,,,
5'구아닐산나트륨,,,
5'리보뉴크레오티드나트륨,,,
5'리보뉴클레오티드이나트륨,,,
5'이노신산나트륨,,,
5'이노신산이나트륨,,,
5-리보뉴클레오티드이나트륨,,,
5-구아닐산,,,
5-구아닐산나트륨,,,
5-구아닐산이나트륨,,,
5-디메틸피라진,,,
5-리보뉴,,,
5-리보뉴클레오,,,
5-리보뉴클레오티드,,,
5-리보뉴클레오티드나트륨,,,
5-리보뉴클레오티드칼슘,,,
5-리보뉴클레이티드이나트륨,,,
5-리보뉴클리오티드이나트륨,,,
5-리보뉴틀레오티드이나트륨,,,
5-리보큐클레오티드이나트륨,,,
5-메틸퍼퓨랄,,,
5-메틸피라진,,,
5-메틸-2,,,
5-메틸-2-페닐-2-헥사날,,,
5-메틸푸르푸랄,,,
5-시티딜산,,,
5-아데닐산,,,
5-에틸-3-히드록시-4-메틸-2,,,
5-에틸-3-히드록시-4-메틸2,,,
5-우리딜산이나트륨,,,
5-이노신산,,,
5-이노신산나트륨,,,
5-이노신산이나트륨,,,
5-트리메틸피라진,,,
5'-구아닐산나트륨,,,
5'-리보뉴클레오이티드이나트륨,,,
5'-리보뉴클레오티드이나트룸,,,
5'-이노신산나트륨,,,
5리보뉴클레오티드이나트륨,,,
5령3일냉동건조누에가루,,,
5령3일열풍건조누에가루,,,
5이노신산나트륨,,,
5종혼합유산균,,,
6-디메톡시페놀,,,
6-메톡시-3-메틸피라진,,,
6-메틸카우마린,,,
6-피리딘디카르복실산,,,
6년근,,,
6년근홍삼,,,
6년근홍삼농축액,,,
6년근홍삼근,,,
6년근홍삼추출액,,,
6년근(고시형),,,
6노나디오날,,,
7종혼합유산균,,,
7종알파혼합유산균,,,
9회자죽염,,,
9회죽염분말,,,
9회구운죽염,,,
9회죽염,,,
시클로덱스트린,,,
아밀라아제,,,
아밀라아제(비세균성),,,
아밀라아제(세균성),,,
아밀라아제혼합제제,,,
이오논,,,
헥실시나믹알데하이드,,,
글루카나아제,,,
카로틴,,,
노나락톤,,,
오리자놀,,,
운데카락톤,,,
폴리리신,,,
리보뉴클레오티드이나트륨,,,
사이과즙,,,
가쯔오엑기스분말,,,
가-164,,,
가-25,,,
가-26,,,
가공김(조미김또는구운김),,,
가공두부,,,
가공두유,,,
가공무,,,
가공밀가루,,,
가공버터,,,
가공소금,,,
가공연유,,,
가공유,,,
가공유류,,,
가공유장분,,,
가공유지,,,
가공유지에스테르화유,,,
가공유청분말,,,
가공유크림,,,
가공유크림1,,,
가공유크림분,,,
가공을거쳐야하는식품원료,,,
가공전분,,,
가공전지분,,,
가공전지분-1,,,
가공전지분1,,,
가공전지분2,,,
가공전지분골드,,,
가공치즈,,,
가공탈지분,,,
가공탈지분유,,,
가공화분,,,
가교카복시메틸셀룰로스나트륨,,,
가나리액젓,,,
가나리원액,,,
가나슈필링,,,
가는소금,,,
가는쑥부쟁이어린순,,,
가는잎미선콩씨앗,,,
가는잎음나무잎,,,
가는정백당,,,
가는층층잔대뿌리,,,
가는층층잔대순,,,
가다랑어,,,
가다랑어건조추출물,,,
가다랑어건조추출분말,,,
가다랑어농축분말,,,
가다랑어농축액,,,
가다랑어분말,,,
가다랑어액,,,
가다랑어엑기스,,,
가다랑어엑기스분말,,,
가다랑어추출농축액,,,
가다랑어추출분말,,,
가다랑어추출액,,,
가다랑어플레이크,,,
가당난황,,,
가당난황액,,,
가당냉동딸기,,,
가당냉동딸기다이스,,,
가당냉동딸기액,,,
가당냉동딸기퓌레,,,
가당냉동사과다이스,,,
가당딸기,,,
가당딸기다이스,,,
가당딸기시럽,,,
가당딸기액,,,
가당딸기퓌레,,,
가당버터크림,,,
가당블루베리퓌레,,,
가당사과,,,
가당연유,,,
가당크림,,,
가당탈지연유,,,
가당팥앙금,,,
가데니색소,,,
가드엠253,,,
가라기난,,,
가람마살라,,,
가람마살라분말,,,
가람마살라엑기스,,,
가래나무씨앗(껍질제외),,,
가루다데기,,,
가루밥풀,,,
가루엿,,,
가루엿-25,,,
가루풀밥,,,
가루홍차,,,
가르근,,,
가르시니아캄보지아,,,
가르시니아캄보지아추출물(고시형),,,
가르시니아캄보지아껍질분말,,,
가르시니아캄보지아껍질추출물,,,
가르시니아캄보지아껍질추출물분말,,,
가리비,,,
가리비부채살,,,
가리비살,,,
가리비젓,,,
가리비조갯살,,,
가릭아롬,,,
가릭에센샐오일,,,
가릭에센샬오일,,,
가릭엑기스,,,
가마멥쌀,,,
가무락조개,,,
가물치,,,
가바,,,
가바분말,,,
가사리,,,
가새뽕,,,
가새잎산사열매,,,
가성소다,,,
가수,,,
가수분해구아검식이섬유,,,
가수분해대두단백,,,
가수분해동물성단백,,,
가수분해식물성단백,,,
가수분해옥수수단백,,,
가수분해옥수수전분,,,
가수분해유청단백,,,
가수분해유청단백분말,,,
가숭어,,,
가스오부시추출액,,,
가시나무열매,,,
가시리,,,
가시발새우,,,
가시복분자,,,
가시복분자딸기열매,,,
가시뽕잎,,,
가시엉겅퀴순,,,
가시여지,,,
가시여지열매,,,
가시여지열매분말,,,
가시여지잎,,,
가시여지잎분말,,,
가시여지잎추출고형분,,,
가시여지잎추출액,,,
가시여지퓌레,,,
가시연꽃씨앗,,,
가시오가피가루,,,
가시오가피강정,,,
가시오가피숙지황복합추출물,,,
가시오가피숙지황복합추출물농축액,,,
가시오가피숙지황복합추출물분말,,,
가시오가피숙지황복합추출물추출물,,,
가시오가피숙지황복합추출물(기능성원료인정제2013-14호),,,
가시오가피잎,,,
가시오갈피,,,
가시오갈피농축분말,,,
가시오갈피농축액,,,
가시오갈피등복합추출물,,,
가시오갈피분말,,,
가시오갈피뿌리,,,
가시오갈피뿌리추출물,,,
가시오갈피순,,,
가시오갈피액,,,
가시오갈피엑기스,,,
가시오갈피엑기스분말,,,
가시오갈피열매,,,
가시오갈피잎,,,
가시오갈피줄기,,,
가시오갈피추출고형분,,,
가시오갈피추출농축액,,,
가시오갈피추출물,,,
가시오갈피추출물분말,,,
가시오갈피추출액,,,
가시오이,,,
가시자주새우,,,
가쓰오간장베이스,,,
가쓰오간장소스,,,
가쓰오농축액,,,
가쓰오다시,,,
가쓰오다시마엑기스,,,
가쓰오맛후리가케,,,
가쓰오모도,,,
가쓰오모드,,,
가쓰오복합액,,,
가쓰오부시,,,
가쓰오부시3호,,,
가쓰오부시농축액,,,
가쓰오부시다시액,,,
가쓰오부시맛엑기스,,,
가쓰오부시맛추출물,,,
가쓰오부시분말,,,
가쓰오부시액기스,,,
가쓰오부시엑기스,,,
가쓰오부시엑기스2,,,
가쓰오부시엑기스베이스,,,
가쓰오부시추출액,,,
가쓰오부시향,,,
가쓰오부시후레이크,,,
가쓰오시즈닝,,,
가쓰오엑기스,,,
가쓰오엑기스분말,,,
가쓰오엑기스분말에프,,,
가쓰오조미소스,,,
가쓰오조미액,,,
가쓰오추출물,,,
가쓰오추출베이스,,,
가쓰오풍미베이스,,,
가열양념육,,,
가열추출베이스,,,
가염난황,,,
가염난황액,,,
가오리,,,
가오리어육,,,
가오리절임,,,
가오리포,,,
가용성덱스트린,,,
가이양,,,
가자미,,,
가자미구이,,,
가자미살,,,
가자미포,,,
가장,,,
가재,,,
가재살,,,
가죽,,,
가죽나무,,,
가죽나무어린잎,,,
가죽나무잎,,,
가죽순,,,
가죽잎,,,
가지,,,
가지분말,,,
가지열매,,,
가지추출분말,,,
가지추출액,,,
가쯔오농축다시,,,
가쯔오농축액,,,
가쯔오복합액,,,
가쯔오부시키후레바,,,
가쯔오부시올리고펩타이드(기능성원료인정제2006-13호),,,
가쯔오액기스,,,
가축태반(소돼지양말),,,
가축태반(소돼지양말사슴토끼당나귀),,,
가티검,,,
각시가자미,,,
각시고둥,,,
각시둥굴레뿌리줄기,,,
각시마,,,
각시마뿌리줄기,,,
각시서대,,,
각시수염고둥,,,
각시흰새우,,,
간장,,,
간고등어,,,
간고등어살,,,
간고추,,,
간대파,,,
간마,,,
간마늘,,,
간무,,,
간바질,,,
간배,,,
간배즙,,,
간사이오뎅다시업,,,
간생강,,,
간수,,,
간수뺀천일염,,,
간양파,,,
간자미,,,
간장분말,,,
간장꽃게,,,
간장맛양념,,,
간장베이스,,,
간장베이스-디200,,,
간장분말(1),,,
간장분말-1,,,
간장분말1호,,,
간장소스,,,
간장소스베이스,,,
간장양념,,,
간장양념베이스,,,
간장원액,,,
간장조미분말,,,
간장향,,,
간천마,,,
간청양고추,,,
간편조리세트,,,
갈고등어,,,
갈고리흰오징어,,,
갈근,,,
갈근숙지황혼합추출농축액,,,
갈대,,,
갈대뿌리,,,
갈대뿌리줄기,,,
갈대뿌리줄기농축액,,,
갈대뿌리줄기추출분말,,,
갈대뿌리줄기추출액,,,
갈대순,,,
갈락토실락토스,,,
갈락토올리고당,,,
갈락토올리고당(기능성원료인정제2011-29호),,,
갈래곰보,,,
갈릭강정베이스,,,
갈릭달콤소스,,,
갈릭딥핑소스,,,
갈릭로얄,,,
갈릭엣센셜오일,,,
갈릭오일후레바,,,
갈릭콩트,,,
갈릭풍미베이스,,,
갈매보리수나무,,,
갈매보리수나무분말,,,
갈매보리수나무열매,,,
갈매보리수나무열매발효추출물,,,
갈매보리수나무열매분말,,,
갈매보리수나무열매오일,,,
갈매보리수나무열매주스,,,
갈매보리수나무열매추출물,,,
갈매보리수나무열매추출분말,,,
갈매보리수나무잎,,,
갈매보리수나무잎추출물,,,
갈매보리수나무추출물,,,
갈매보리수열매분말,,,
갈미맛베이스,,,
갈비,,,
갈비가공품,,,
갈비덮밥용소스,,,
갈비맛베이스,,,
갈비양념,,,
갈비양념소스,,,
갈색,,,
갈색거저리유충,,,
갈색거저리유충분말,,,
갈색거저리유충추출물,,,
갈색볼록새조개,,,
갈색설탕,,,
갈색설탕액,,,
갈설탕,,,
갈은깨,,,
갈은무,,,
갈은복분자,,,
갈은천마,,,
갈은홍고추,,,
갈치,,,
갈치내장,,,
갈치살,,,
갈치속,,,
갈치속젓,,,
갈치쌈장,,,
갈치액젓,,,
갈치젓,,,
갈치창,,,
갈치포,,,
갈퀴나무,,,
갈퀴나물,,,
갈퀴나물순,,,
감초,,,
감가루,,,
감국농축액,,,
감국추출액농축응축수,,,
감국화꽃,,,
감귤,,,
감귤과립,,,
감귤과즙,,,
감귤과즙농축액,,,
감귤과즙분말,,,
감귤껍질,,,
감귤껍질분말,,,
감귤껍질추출물,,,
감귤껍질추출물분말,,,
감귤농축과즙액,,,
감귤농축분말,,,
감귤농축액,,,
감귤농축액1,,,
감귤농축주스,,,
감귤류껍질추출물분말,,,
감귤류추출물,,,
감귤류추출액,,,
감귤분말,,,
감귤소스,,,
감귤시럽,,,
감귤식이섬유,,,
감귤주스,,,
감귤주스농축액,,,
감귤초코크림,,,
감귤추출물,,,
감귤추출물분말,,,
감귤퓨레,,,
감귤피,,,
감귤향,,,
감귤향3,,,
감귤향-중탄산암모늄,,,
감귤향분말,,,
감나무,,,
감나무열매,,,
감나무열매착즙액,,,
감농축액,,,
감로멜론,,,
감로멜론열매,,,
감마도데카락톤,,,
감마언데카락톤,,,
감마-언데카락톤,,,
감마-올타락톤,,,
감마리놀렌산함유유지(고시형),,,
감마리놀렌산(고시형),,,
감말랭이,,,
감미당,,,
감미료,,,
감미유,,,
감분태,,,
감성돔,,,
감식초,,,
감식초배즙,,,
감잎,,,
감잎분말,,,
감잎추출물분말,,,
감자,,,
감자구이,,,
감자그래뉼,,,
감자다이스,,,
감자단백,,,
감자떡가루,,,
감자분말,,,
감자분태,,,
감자식이섬유,,,
감자전분,,,
감자조림,,,
감자추출물분말,,,
감자추출액,,,
감자칩,,,
감자크링클컷,,,
감자탕,,,
감자튀김,,,
감자팰렛,,,
감자페이스트,,,
감자퓌레,,,
감자프리믹스,,,
감자플레이크,,,
감자향,,,
감자향분말,,,
감장아찌,,,
감절편,,,
감초추출물,,,
감초건조,,,
감초농축분말,,,
감초농축액,,,
감초농축추출물분말,,,
감초물,,,
감초분말,,,
감초뿌리,,,
감초뿌리박,,,
감초뿌리줄기,,,
감초엑기스,,,
감초엑기스분말,,,
감초엑스분말,,,
감초조제물,,,
감초천연착향료,,,
감초추출농축액,,,
감초추출물(기능성원료인정제2014-4호),,,
감초추출물(신규원료),,,
감초추출물분말,,,
감초추출액,,,
감초추출엑기스,,,
감초향,,,
감추출농축액,,,
감추출액,,,
감치,,,
감치미,,,
감칠맛농축분말,,,
감칠맛믹스분,,,
감칠맛베이스,,,
감칠맛베이스3,,,
감칠맛분말,,,
감칠맛혼합분,,,
감칠베이스분말,,,
감칠풍미분말,,,
감태,,,
감태김,,,
감태분말,,,
감태추출농축액,,,
감태추출물,,,
감태추출물분말,,,
감페이스트,,,
감퓌레,,,
감향,,,
갑오징어,,,
갑오징어뼈,,,
갑오징어살,,,
갓또는부추,,,
갓끈동부열매,,,
갓대,,,
갓대분말,,,
갓대순,,,
갓대잎,,,
갓부추,,,
갓뿌리,,,
갓씨앗,,,
갓잎,,,
강남백물엿,,,
강남콩배기,,,
강낭콩,,,
강낭콩분말,,,
강낭콩앙금,,,
강낭콩추출물분말,,,
강달이,,,
강도다리,,,
강력,,,
강력1급,,,
강력드라이이스트골드,,,
강력밀가루,,,
강력분,,,
강력쌀,,,
강력쌀가루,,,
강아지풀씨앗,,,
강엿,,,
강장,,,
강정베이스,,,
강정소스,,,
강화밀가루,,,
강화사자발쑥추출액,,,
강화쑥,,,
강화쑥추출물,,,
강화약쑥엑기스,,,
강황,,,
강황추출물(터마신)(기능성원료인정제2014-2호),,,
강황가루,,,
강황농축분말,,,
강황농축액,,,
강황발효분말,,,
강황발효추출물,,,
강황발효추출분말,,,
강황뿌리줄기,,,
강황액,,,
강황엑스드,,,
강황오일,,,
강황추출농축분말,,,
강황추출농축액,,,
강황추출물분말,,,
강황추출물혼합분말,,,
강황추출액,,,
개(중국산),,,
개고사리잎,,,
개구리참외,,,
개다래,,,
개다래나무가지,,,
개다래나무과실분말,,,
개다래나무순,,,
개다래나무열매,,,
개다래열매농축액,,,
개다시마,,,
개당주나무잎,,,
개똥쑥,,,
개똥숙,,,
개똥쑥가루,,,
개똥쑥애엽,,,
개똥쑥어린잎,,,
개똥쑥어린잎분말,,,
개똥쑥어린잎추출액,,,
개똥쑥잎,,,
개똥쑥잎추출액,,,
개똥쑥줄기,,,
개똥쑥추출물,,,
개똥쑥추출액,,,
개량누룩,,,
개량메주,,,
개량메주가루,,,
개량식메주된장,,,
개량제,,,
개량조개,,,
개량한식간장,,,
개망초잎,,,
개망초잎분말,,,
개미나리잎,,,
개미나리줄기,,,
개미산이소아밀,,,
개미취순,,,
개별꽃잎,,,
개복숭아,,,
개복숭아원액,,,
개불,,,
개비름잎,,,
개사철쑥,,,
개사철쑥순,,,
개산초씨앗,,,
개서대,,,
개암,,,
개암가루,,,
개암나무열매,,,
개암농축,,,
개암분태,,,
개암추출물,,,
개암페이스트,,,
개조개,,,
개차즈기잎,,,
개피씨앗,,,
갯가재,,,
갯개미자리,,,
갯기름나물,,,
갯기름나물잎,,,
갯방풍연한잎자루,,,
갯방풍연한잎자루가루,,,
갯방풍연한잎자루추출액,,,
갯실새삼씨앗,,,
갯실새삼씨앗분말,,,
갯실새삼씨앗추출물,,,
갯쑥부쟁이,,,
갯쑥부쟁이순,,,
갯잎,,,
갯장어,,,
갯질경이잎,,,
갱엿,,,
걔란,,,
거두,,,
거두기피,,,
거맥스씨즈닝,,,
거머리말잎,,,
거봉,,,
거봉포도농축,,,
거트바이오팩터즈,,,
거피고물,,,
거피녹두,,,
거피팥,,,
거피팥가루,,,
거피팥고물,,,
거피팥앙꼬,,,
건고추,,,
건가다랑어포,,,
건가지,,,
건강보조식품,,,
건강추출고형분,,,
건강추출액,,,
건고구마줄기,,,
건고사리,,,
건고추링,,,
건고추입자,,,
건곤드레,,,
건김,,,
건꽃새우,,,
건꽃송이버섯,,,
건다대기,,,
건다시마분말,,,
건다시마플레이크,,,
건단호박,,,
건당근,,,
건당근칩,,,
건당근플레이크,,,
건대추,,,
건대추분말,,,
건대파,,,
건대파플레이크,,,
건더기,,,
건더기스프,,,
건도라지,,,
건딸기가루,,,
건마,,,
건마늘그릿츠,,,
건마늘분말,,,
건마늘분태,,,
건마늘슬라이스,,,
건마늘조각,,,
건마늘플레이크,,,
건망고슬라이스,,,
건매실,,,
건면,,,
건면류,,,
건멸치분말,,,
건멸치엑기스,,,
건멸치플레이크,,,
건목이버섯,,,
건목이버섯플레이크,,,
건무,,,
건무분,,,
건무청시래기,,,
건문어,,,
건미역,,,
건미역채,,,
건미역플레이크,,,
건민들레,,,
건밀순,,,
건바나나칩,,,
건밤,,,
건밤분말,,,
건보리새우,,,
건부추,,,
건북어,,,
건브로콜리,,,
건브로콜리분말,,,
건브로콜리플레이크,,,
건뽕잎,,,
건사과,,,
건살구,,,
건살구다이스,,,
건새송이버섯,,,
건새우,,,
건새우볶음,,,
건새우분말,,,
건새우분태,,,
건새우액,,,
건생강,,,
건생강분말,,,
건생강엑기스,,,
건생강추출물,,,
건스위트콘,,,
건시금치,,,
건시금치분말,,,
건식혼합양념,,,
건식혼합조미료,,,
건애호박,,,
건양배추,,,
건양배추플레이크,,,
건양송이,,,
건양송이버섯,,,
건양파분말,,,
건양파분태,,,
건양파칩,,,
건양파플레이크,,,
건어포,,,
건어포류,,,
건여주,,,
건오징어,,,
건오징어분말,,,
건오징어채,,,
건우엉,,,
건울금,,,
건잎새버섯,,,
건자두,,,
건자두농축,,,
건자두추출물,,,
건자두퓌레,,,
건자색고구마,,,
건장,,,
건조가다랑어,,,
건조가다랑어분말,,,
건조가리비,,,
건조가시여지잎,,,
건조감귤껍질,,,
건조감자,,,
건조감자분말,,,
건조감자플레이크,,,
건조검정콩,,,
건조겨자,,,
건조계피껍질,,,
건조고구마,,,
건조고구마전분,,,
건조고등어추출물,,,
건조고량강,,,
건조고려엉겅퀴,,,
건조고수잎,,,
건조고추잎,,,
건조과일,,,
건조관자,,,
건조구기자나무열매,,,
건조구름버섯,,,
건조구절초,,,
건조국화,,,
건조굴,,,
건조귀리,,,
건조귤,,,
건조귤껍질,,,
건조그랜베리,,,
건조그물버섯,,,
건조김,,,
건조김치,,,
건조꾸지뽕나무잎,,,
건조나무딸기,,,
건조난백,,,
건조난백분말,,,
건조난황,,,
건조난황분말,,,
건조냉이분말,,,
건조노루궁뎅이버섯,,,
건조녹차,,,
건조누에,,,
건조느타리버섯분말,,,
건조다시마,,,
건조단호박,,,
건조닭고기,,,
건조당근분말,,,
건조당근분태,,,
건조당근조각,,,
건조당밀,,,
건조당절임,,,
건조대구,,,
건조대두,,,
건조대두단백,,,
건조대추,,,
건조대추야자,,,
건조더덕,,,
건조덩굴월귤,,,
건조덩굴월귤다이스,,,
건조돼지고기,,,
건조둥굴레,,,
건조드라쿵쿨루스쑥,,,
건조들깻잎,,,
건조딸기,,,
건조딸기다이스,,,
건조딸기씨앗,,,
건조땅콩,,,
건조라벤더,,,
건조라벤더꽃,,,
건조라임열매,,,
건조라즈베리,,,
건조레몬,,,
건조레몬그라스,,,
건조레몬밤잎,,,
건조레몬버베나,,,
건조로얄젤리,,,
건조로즈마리,,,
건조로즈힙,,,
건조루이보스잎,,,
건조링홍고추,,,
건조링홍고추플레이크,,,
건조마,,,
건조마늘,,,
건조마시멜로,,,
건조마조람,,,
건조맛살어묵,,,
건조맛살어묵2,,,
건조망고,,,
건조망고다이스,,,
건조매실,,,
건조맥아,,,
건조맥아추출물,,,
건조맥주효모,,,
건조맥주효모분말,,,
건조메밀,,,
건조멸치,,,
건조명태,,,
건조명태껍질,,,
건조명태머리,,,
건조명태분말,,,
건조명태살,,,
건조명태엑기스분말,,,
건조명태채,,,
건조명태포,,,
건조모과,,,
건조무청,,,
건조무플레이크,,,
건조무화과,,,
건조무화과다이스,,,
건조미나리,,,
건조바나나,,,
건조바질,,,
건조박하잎,,,
건조밥,,,
건조배,,,
건조배추,,,
건조밴댕이,,,
건조뱅어,,,
건조벌꿀,,,
건조보검선인장열매,,,
건조보리멸,,,
건조보리순,,,
건조복사나무열매,,,
건조부추,,,
건조분말,,,
건조분말빔,,,
건조불로초자실체,,,
건조불활성효모,,,
건조브로콜리,,,
건조블랙베리,,,
건조블루베리,,,
건조블루베리다이스,,,
건조블루베리분말,,,
건조블루베리칩,,,
건조블루베리플레이크,,,
건조비수리,,,
건조비트루트,,,
건조빵가루,,,
건조사과,,,
건조사과다이스,,,
건조사탕무뿌리,,,
건조사탕수수,,,
건조사탕수수분말,,,
건조사탕수수시럽,,,
건조사탕수수주스,,,
건조사탕옥수수,,,
건조산딸기,,,
건조산수유열매,,,
건조살비아잎,,,
건조삼백초,,,
건조상추,,,
건조서양박하잎,,,
건조서양자두농축액,,,
건조서양자초잎,,,
건조서양호박,,,
건조석류,,,
건조셀러리,,,
건조소고기,,,
건조소고기플레이크,,,
건조소나무잎,,,
건조송로버섯,,,
건조쇠무릅,,,
건조수박,,,
건조수박열매껍질,,,
건조수세미어린열매,,,
건조순무,,,
건조스타아니스열매,,,
건조스피어민트잎,,,
건조시계꽃,,,
건조식물혼합,,,
건조식용효모,,,
건조쌀,,,
건조쌀가루,,,
건조쑥,,,
건조아니스,,,
건조아로니아열매,,,
건조아몬드,,,
건조아욱,,,
건조알로에,,,
건조약모밀지상부,,,
건조양송이,,,
건조양송이조각,,,
건조양파,,,
건조양파조각,,,
건조여주,,,
건조여주열매,,,
건조연가루,,,
건조영지버섯자실체,,,
건조오디분말,,,
건조오레가노,,,
건조오렌지,,,
건조오렌지껍질,,,
건조오미자,,,
건조오징어귀,,,
건조오크라,,,
건조오피키날레자스민,,,
건조오피키날레자스민꽃,,,
건조옥수수,,,
건조옥수수전분,,,
건조올리브,,,
건조완두콩,,,
건조우엉,,,
건조울금덩이뿌리,,,
건조월계잎,,,
건조유자껍질,,,
건조은행나무견과,,,
건조은행추출물,,,
건조이집트콩,,,
건조인삼,,,
건조자라분말,,,
건조자몽,,,
건조장미꽃잎,,,
건조장어,,,
건조저장육류,,,
건조전갱이,,,
건조전란분말,,,
건조정어리,,,
건조죽순,,,
건조찐쌀,,,
건조차가버섯,,,
건조차즈기잎,,,
건조참김,,,
건조참김분말,,,
건조참돔,,,
건조참취,,,
건조청경채플레이크,,,
건조청미래덩굴뿌리,,,
건조체리,,,
건조치커리,,,
건조침향,,,
건조카피르라임잎,,,
건조캐모마일,,,
건조캐모마일꽃,,,
건조커피,,,
건조케일분말,,,
건조코코넛,,,
건조코코넛분말,,,
건조코코넛슬라이스,,,
건조콜라비비대경,,,
건조콩나물,,,
건조쿠민,,,
건조크랜베리,,,
건조키위,,,
건조토마토,,,
건조파분말,,,
건조파슬리분말,,,
건조파인애플다이스,,,
건조파인애플조각,,,
건조파조각,,,
건조파파야다아스,,,
건조파프리카,,,
건조팽이버섯,,,
건조팽이버섯분말,,,
건조표고버섯다이스,,,
건조표고버섯분말,,,
건조표고버섯슬라이스,,,
건조표고버섯플레이크,,,
건조피망,,,
건조피스타치오견과,,,
건조피타야,,,
건조하수오,,,
건조해삼,,,
건조호두,,,
건조호로파잎,,,
건조호박다이스,,,
건조호박분말,,,
건조호박플레이크,,,
건조홍삼박분쇄,,,
건조홍합,,,
건조화살꼴뚜기,,,
건조효모,,,
건조효모40아연함유41,,,
건조효모(몰디브덴함유),,,
건조효모(비오틴함유),,,
건조효모(비활성),,,
건조효모(셀렌함유),,,
건조효모(아연함유),,,
건조효모(크롬함유),,,
건조효모(활성),,,
건조효모1,,,
건조효모2,,,
건조효모3,,,
건조효모복합,,,
건조효모분말,,,
건조효모제품,,,
건조효모추출분말,,,
건조효묘,,,
건조효소,,,
건조후추,,,
건조흰콩,,,
건조히비스커스,,,
건증숙감자,,,
건지황,,,
건지황농축액,,,
건지황분말,,,
건지황추출물,,,
건지황추출분말,,,
건지황추출액,,,
건청경채,,,
건청양고추,,,
건청파칩,,,
건체리,,,
건칡,,,
건파,,,
건파래,,,
건파래가루,,,
건파래볶음,,,
건파슬리,,,
건파슬리플레이크,,,
건파인애플,,,
건파파야,,,
건파플레이크,,,
건포도,,,
건포도종,,,
건포도페이스트,,,
건포도향,,,
건포류,,,
건표고버섯,,,
건표고버섯플레이크,,,
건함초,,,
건해삼채,,,
건해태,,,
건호박,,,
건호박채,,,
건홍고추,,,
건홍합엑기스,,,
건홍합플레이크,,,
건황태,,,
걸탕,,,
검베이스혼합제제,,,
검레진,,,
검믹스,,,
검베이스,,,
검복,,,
검은강낭콩,,,
검은깨,,,
검은깨미분말,,,
검은깨분말,,,
검은깨추출물분말,,,
검은깨추출액,,,
검은깨향,,,
검은깨향분말,,,
검은맵쌀,,,
검은뽕나무열매,,,
검은서양송로자실체,,,
검은쌀향,,,
